,location,size,total_sqft,bath,price,bhk,price_per_sqrt
4242,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
4243,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
4244,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
4245,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
4246,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
4247,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
4248,Vittasandra,2 BHK,1259.0,2.0,67.4,2,5353.455123113583
4249,Vittasandra,2 BHK,1246.0,2.0,63.0,2,5056.179775280899
4250,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
4251,Vittasandra,2 BHK,1246.0,2.0,65.4,2,5248.796147672553
4252,Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437.802907915992
4253,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
4254,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
4255,Vittasandra,2 BHK,1259.0,2.0,67.48,2,5359.809372517871
4256,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
4257,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
4258,Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
4259,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
4260,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
4261,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
4262,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
4264,Whitefield,2 BHK,1459.0,2.0,94.82,2,6498.971898560658
4266,Whitefield,3 BHK,1910.0,3.0,161.0,3,8429.319371727748
4267,Whitefield,4 BHK,3252.0,4.0,230.0,4,7072.570725707257
4269,Whitefield,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
4271,Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601.351351351352
4272,Whitefield,4 BHK,4104.0,4.0,360.0,4,8771.929824561403
4278,Whitefield,3 BHK,1897.0,3.0,130.0,3,6852.925672113864
4280,Whitefield,4 Bedroom,4348.5,2.0,304.0,4,6990.916407956766
4281,Whitefield,4 BHK,2268.0,3.0,163.0,4,7186.94885361552
4282,Whitefield,4 Bedroom,2400.0,4.0,200.0,4,8333.333333333334
4283,Whitefield,2 BHK,1360.0,2.0,95.0,2,6985.294117647059
4285,Whitefield,4 Bedroom,5000.0,4.0,400.0,4,8000.0
4286,Whitefield,4 Bedroom,3000.0,5.0,250.0,4,8333.333333333334
4287,Whitefield,3 BHK,1700.0,3.0,115.0,3,6764.705882352941
4289,Whitefield,3 Bedroom,1500.0,3.0,130.0,3,8666.666666666666
4293,Whitefield,2 BHK,1272.0,2.0,95.05,2,7472.4842767295595
4297,Whitefield,2 BHK,1280.0,2.0,85.0,2,6640.625
4299,Whitefield,4 Bedroom,4000.0,4.0,330.0,4,8250.0
4300,Whitefield,2 BHK,1420.0,2.0,136.0,2,9577.464788732394
4302,Whitefield,4 BHK,3606.0,4.0,312.0,4,8652.246256239601
4304,Whitefield,1 BHK,950.0,1.0,50.0,1,5263.1578947368425
4305,Whitefield,1 BHK,825.0,1.0,45.0,1,5454.545454545455
4307,Whitefield,2 BHK,1216.0,2.0,79.0,2,6496.710526315789
4308,Whitefield,2 BHK,920.0,2.0,63.0,2,6847.826086956522
4310,Whitefield,2 BHK,1118.0,2.0,75.0,2,6708.4078711985685
4312,Whitefield,3 BHK,1562.0,3.0,103.0,3,6594.110115236876
4314,Whitefield,2 BHK,1320.0,2.0,95.0,2,7196.969696969697
4315,Whitefield,3 Bedroom,3010.0,3.0,200.0,3,6644.518272425249
4316,Whitefield,2 BHK,1346.0,2.0,96.17,2,7144.873699851411
4317,Whitefield,3 BHK,3850.0,5.0,316.0,3,8207.792207792209
4319,Whitefield,1 BHK,905.0,1.0,55.0,1,6077.348066298343
4320,Whitefield,4 BHK,2268.0,3.0,146.0,4,6437.389770723104
4321,Whitefield,1 BHK,630.5,1.0,32.79,1,5200.634417129262
4323,Whitefield,3 BHK,1697.0,3.0,115.0,3,6776.664702416028
4324,Whitefield,3 BHK,1520.0,2.0,150.0,3,9868.421052631578
4327,Whitefield,4 BHK,3262.0,4.0,260.0,4,7970.570202329859
4328,Whitefield,2 BHK,1132.0,2.0,79.28,2,7003.533568904593
4330,Whitefield,3 BHK,3480.0,4.0,284.0,3,8160.919540229885
4331,Whitefield,4 Bedroom,3004.0,4.0,285.0,4,9487.350199733688
4335,Whitefield,2 BHK,750.0,2.0,52.7,2,7026.666666666667
4338,Whitefield,4 Bedroom,3445.0,5.0,270.0,4,7837.44557329463
4339,Whitefield,3 BHK,1700.0,3.0,140.0,3,8235.29411764706
4340,Whitefield,4 Bedroom,4827.0,4.0,400.0,4,8286.720530350114
4342,Whitefield,4 BHK,3252.0,4.0,280.0,4,8610.086100861008
4343,Whitefield,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
4345,Whitefield,1 BHK,624.0,1.0,35.0,1,5608.974358974359
4347,Whitefield,4 Bedroom,4960.0,4.0,400.0,4,8064.5161290322585
4348,Whitefield,4 BHK,2928.0,4.0,198.0,4,6762.295081967213
4349,Whitefield,3 BHK,2700.0,5.0,175.0,3,6481.481481481482
4350,Whitefield,2 BHK,1216.0,2.0,84.0,2,6907.894736842105
4351,Whitefield,4 BHK,2882.0,5.0,204.0,4,7078.417765440666
4352,Whitefield,3 BHK,1840.0,3.0,140.0,3,7608.695652173913
4353,Whitefield,3 BHK,1778.0,3.0,122.0,3,6861.6422947131605
4356,Whitefield,1 RK,905.0,1.0,52.0,1,5745.85635359116
4358,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
4360,Whitefield,2 BHK,1255.0,2.0,77.0,2,6135.4581673306775
4362,Whitefield,1 BHK,709.0,1.0,34.735,1,4899.153737658674
4364,Whitefield,4 BHK,3200.0,4.0,224.0,4,7000.0
4365,Whitefield,1 BHK,825.0,1.0,44.9,1,5442.424242424242
4366,Whitefield,3 BHK,1870.0,3.0,138.0,3,7379.679144385027
4367,Whitefield,3 BHK,1862.0,3.0,125.0,3,6713.211600429646
4368,Whitefield,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
4369,Whitefield,1 BHK,530.0,1.0,29.44,1,5554.7169811320755
4370,Whitefield,1 BHK,905.0,1.0,50.0,1,5524.861878453039
4372,Whitefield,4 Bedroom,1230.0,4.0,80.0,4,6504.065040650406
4373,Whitefield,1 BHK,630.5,1.0,32.15,1,5099.127676447264
4374,Whitefield,1 BHK,905.0,1.0,52.0,1,5745.85635359116
4375,Whitefield,2 BHK,1216.0,2.0,83.0,2,6825.6578947368425
4376,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
4377,Whitefield,4 Bedroom,4000.0,4.0,380.0,4,9500.0
4378,Whitefield,1 BHK,750.0,1.0,51.0,1,6800.0
4379,Whitefield,2 BHK,1173.0,2.0,77.0,2,6564.364876385337
4382,Whitefield,4 Bedroom,3425.0,5.0,250.0,4,7299.270072992701
4384,Whitefield,1 BHK,905.0,1.0,62.0,1,6850.828729281768
4385,Whitefield,3 BHK,1870.0,3.0,138.0,3,7379.679144385027
4386,Whitefield,2 BHK,1320.0,2.0,99.26,2,7519.69696969697
4387,Whitefield,3 BHK,2901.0,4.0,190.0,3,6549.465701482248
4388,Whitefield,2 BHK,1485.0,2.0,96.51,2,6498.989898989899
4390,Whitefield,3 BHK,2225.0,3.0,149.0,3,6696.6292134831465
4391,Whitefield,2 BHK,1250.0,2.0,82.0,2,6560.0
4392,Whitefield,4 Bedroom,1800.0,4.0,178.0,4,9888.888888888889
4393,Whitefield,1 BHK,605.0,1.0,40.0,1,6611.570247933884
4394,Whitefield,3 BHK,2210.0,3.0,156.0,3,7058.823529411765
4395,Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
4396,Whitefield,3 BHK,1740.0,4.0,130.0,3,7471.264367816092
4397,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
4398,Whitefield,3 BHK,1655.0,3.0,120.0,3,7250.755287009063
4399,Whitefield,4 BHK,4003.0,6.0,300.0,4,7494.379215588308
4403,Whitefield,1 BHK,905.0,1.0,60.0,1,6629.834254143647
4405,Whitefield,4 Bedroom,2850.0,5.0,240.0,4,8421.052631578947
4406,Whitefield,4 BHK,2830.0,5.0,190.0,4,6713.780918727915
4408,Whitefield,1 BHK,840.0,1.0,57.6,1,6857.142857142857
4411,Whitefield,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
4413,Whitefield,2 BHK,1290.0,2.0,90.0,2,6976.7441860465115
4414,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
4415,Whitefield,2 BHK,1356.0,2.0,94.84,2,6994.100294985251
4416,Whitefield,2 BHK,1338.0,2.0,103.0,2,7698.056801195815
4417,Whitefield,3 BHK,4097.0,3.0,400.0,3,9763.24139614352
4419,Whitefield,2 BHK,1267.0,2.0,90.33,2,7129.439621152328
4421,Whitefield,3 BHK,1836.0,3.0,125.0,3,6808.278867102396
4424,Whitefield,2 BHK,1216.0,2.0,82.0,2,6743.421052631579
4426,Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
4429,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
4431,Whitefield,3 BHK,1704.0,3.0,120.0,3,7042.2535211267605
4435,Whitefield,2 BHK,1216.0,2.0,84.03,2,6910.361842105263
4438,Whitefield,3 BHK,1346.0,2.0,100.0,3,7429.420505200595
4439,Whitefield,4 Bedroom,2990.0,3.0,198.0,4,6622.0735785953175
4442,Whitefield,3 BHK,1655.0,3.0,108.0,3,6525.679758308157
4444,Whitefield,2 BHK,1350.0,2.0,88.0,2,6518.518518518518
4445,Whitefield,2 BHK,1216.0,2.0,80.0,2,6578.9473684210525
4446,Whitefield,4 Bedroom,2900.0,4.0,225.0,4,7758.620689655172
4447,Whitefield,2 BHK,1340.0,2.0,101.0,2,7537.313432835821
4452,Whitefield,3 Bedroom,3117.0,3.0,261.0,3,8373.435996150145
4454,Whitefield,3 Bedroom,3150.0,3.0,290.0,3,9206.349206349207
4455,Whitefield,4 BHK,2956.0,5.0,234.0,4,7916.102841677944
4457,Whitefield,4 Bedroom,3940.0,5.0,265.0,4,6725.888324873096
4459,Whitefield,2 BHK,1180.0,2.0,77.0,2,6525.423728813559
4460,Whitefield,3 BHK,2140.0,3.0,139.0,3,6495.327102803738
4461,Whitefield,2 BHK,1314.0,2.0,84.0,2,6392.6940639269405
4464,Whitefield,1 BHK,524.0,1.0,29.0,1,5534.3511450381675
4465,Whitefield,4 BHK,2135.0,3.0,149.0,4,6978.922716627635
4467,Whitefield,3 BHK,1760.0,3.0,160.0,3,9090.90909090909
4468,Whitefield,3 BHK,1655.0,3.0,110.0,3,6646.525679758308
4469,Whitefield,1 BHK,840.0,1.0,57.0,1,6785.714285714285
4471,Whitefield,1 BHK,516.0,1.0,39.0,1,7558.139534883721
4472,Whitefield,4 Bedroom,6000.0,4.0,410.0,4,6833.333333333333
4473,Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
4476,Whitefield,4 BHK,3410.0,5.0,253.0,4,7419.354838709677
4477,Whitefield,4 Bedroom,4500.0,4.0,330.0,4,7333.333333333333
4478,Whitefield,2 BHK,1250.0,2.0,85.0,2,6800.0
4480,Whitefield,3 BHK,1820.0,3.0,140.0,3,7692.307692307692
4481,Whitefield,4 Bedroom,3453.0,4.0,247.0,4,7153.200115841298
4483,Whitefield,4 BHK,2882.0,5.0,200.0,4,6939.625260235947
4486,Whitefield,2 BHK,1270.0,2.0,94.0,2,7401.574803149606
4487,Whitefield,2 BHK,1220.0,2.0,89.0,2,7295.081967213115
4488,Whitefield,3 BHK,3758.0,3.0,300.0,3,7982.969664715274
4490,Whitefield,4 Bedroom,5400.0,5.0,475.0,4,8796.296296296296
4494,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
4495,Whitefield,3 BHK,2321.0,4.0,157.0,3,6764.325721671693
4496,Whitefield,2 BHK,1224.0,2.0,75.0,2,6127.450980392156
4497,Whitefield,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
4500,Whitefield,2 BHK,1270.0,2.0,110.0,2,8661.417322834646
4501,Whitefield,3 BHK,1660.0,3.0,110.0,3,6626.506024096386
4502,Whitefield,2 BHK,1270.0,2.0,105.0,2,8267.71653543307
4503,Whitefield,4 Bedroom,1344.0,3.0,130.0,4,9672.619047619048
4504,Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
4505,Whitefield,2 BHK,1362.0,2.0,85.0,2,6240.822320117474
4506,Whitefield,3 BHK,1457.0,2.0,105.0,3,7206.588881262869
4507,Whitefield,3 BHK,1720.0,3.0,128.0,3,7441.860465116279
4508,Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
4509,Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
4510,Whitefield,3 BHK,1760.0,3.0,139.0,3,7897.727272727273
4511,Whitefield,1 BHK,613.0,1.0,48.0,1,7830.342577487765
4512,Whitefield,3 BHK,1730.0,3.0,125.0,3,7225.43352601156
4513,Whitefield,1 BHK,877.0,1.0,59.0,1,6727.480045610034
4514,Yelachenahalli,3 BHK,1464.0,2.0,105.0,3,7172.131147540984
4515,Yelachenahalli,2 BHK,2400.0,1.0,150.0,2,6250.0
4516,Yelachenahalli,3 BHK,1700.0,3.0,130.0,3,7647.058823529412
4517,Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
4518,Yelachenahalli,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
4519,Yelachenahalli,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
4520,Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,4986.400725294651
4521,Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000.0
4522,Yelahanka,2 BHK,1326.0,2.0,78.0,2,5882.35294117647
4524,Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
4525,Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
4526,Yelahanka,1 BHK,697.0,1.0,45.0,1,6456.241032998565
4529,Yelahanka,1 BHK,654.0,1.0,38.4,1,5871.559633027523
4532,Yelahanka,2 BHK,1304.0,2.0,79.0,2,6058.2822085889575
4533,Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405.42577241899
4534,Yelahanka,3 BHK,1566.0,3.0,97.0,3,6194.125159642401
4535,Yelahanka,2 BHK,1270.0,2.0,78.0,2,6141.7322834645665
4537,Yelahanka,2 BHK,1322.0,2.0,86.0,2,6505.295007564297
4538,Yelahanka,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
4539,Yelahanka,2 Bedroom,1200.0,2.0,70.0,2,5833.333333333333
4540,Yelahanka,5 Bedroom,4000.0,5.0,220.0,5,5500.0
4542,Yelahanka,1 BHK,654.0,1.0,37.0,1,5657.492354740061
4547,Yelahanka,3 BHK,1614.0,2.0,100.0,3,6195.786864931846
4552,Yelahanka,2 BHK,1322.0,2.0,80.0,2,6051.437216338881
4553,Yelahanka,2 BHK,1305.0,2.0,78.0,2,5977.0114942528735
4555,Yelahanka,6 Bedroom,3600.0,6.0,200.0,6,5555.555555555556
4557,Yelahanka,3 BHK,1650.0,3.0,105.0,3,6363.636363636364
4558,Yelahanka,4 Bedroom,3990.0,4.0,260.0,4,6516.290726817043
4560,Yelahanka,1 BHK,654.0,1.0,36.25,1,5542.813455657492
4563,Yelahanka,3 BHK,2317.0,4.0,140.0,3,6042.296072507553
4565,Yelahanka,1 BHK,654.0,1.0,38.0,1,5810.397553516819
4567,Yelahanka,1 BHK,602.0,1.0,38.0,1,6312.292358803987
4568,Yelahanka,1 BHK,682.0,1.0,36.23,1,5312.316715542522
4569,Yelahanka,3 BHK,1560.0,2.0,98.0,3,6282.051282051282
4570,Yelahanka,3 BHK,1780.0,3.0,107.0,3,6011.23595505618
4577,Yelahanka,1 BHK,700.0,1.0,38.0,1,5428.571428571428
4580,Yelahanka,4 BHK,3019.0,6.0,190.0,4,6293.474660483604
4581,Yelahanka,3 BHK,1600.0,3.0,100.0,3,6250.0
4582,Yelahanka,3 BHK,1350.0,2.0,85.0,3,6296.2962962962965
4584,Yelahanka,2 BHK,1175.0,2.0,67.77,2,5767.659574468085
4585,Yelahanka,2 BHK,1322.0,2.0,77.9,2,5892.586989409986
4586,Yelahanka,1 BHK,602.0,1.0,33.0,1,5481.72757475083
4587,Yelahanka,2 BHK,1315.0,2.0,77.0,2,5855.513307984791
4588,Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
4589,Yelahanka,2 BHK,1267.0,3.0,78.0,2,6156.274664561957
4591,Yelahanka New Town,1 BHK,650.0,1.0,33.0,1,5076.923076923077
4592,Yelahanka New Town,1 BHK,500.0,1.0,20.0,1,4000.0
4593,Yelahanka New Town,1 BHK,440.0,1.0,16.5,1,3750.0
4594,Yelahanka New Town,2 BHK,550.0,2.0,26.0,2,4727.272727272727
4595,Yelahanka New Town,3 BHK,1610.0,3.0,92.0,3,5714.285714285715
4596,Yelahanka New Town,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
4597,Yelahanka New Town,1 BHK,350.0,1.0,13.5,1,3857.1428571428573
4598,Yelahanka New Town,3 BHK,1541.0,3.0,80.0,3,5191.434133679429
4599,Yelahanka New Town,2 BHK,1385.0,2.0,65.0,2,4693.140794223827
4600,Yelahanka New Town,1 BHK,500.0,2.0,24.0,1,4800.0
4601,Yelahanka New Town,1 BHK,450.0,1.0,16.0,1,3555.5555555555557
4602,Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208.333333333333
4603,Yelahanka New Town,3 BHK,1209.0,2.0,65.0,3,5376.344086021505
4604,Yelahanka New Town,3 BHK,1400.0,2.0,80.0,3,5714.285714285715
4605,Yelahanka New Town,1 BHK,450.0,1.0,15.0,1,3333.3333333333335
4606,Yelahanka New Town,1 BHK,500.0,1.0,18.0,1,3600.0
4607,Yelahanka New Town,3 BHK,1420.0,2.0,75.0,3,5281.69014084507
4608,Yelahanka New Town,1 BHK,488.0,1.0,20.0,1,4098.360655737705
4609,Yelahanka New Town,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
4610,Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2,4400.0
4611,Yelahanka New Town,2 BHK,1290.0,2.0,70.0,2,5426.356589147287
4612,Yelenahalli,2 BHK,1240.0,2.0,47.12,2,3800.0
4613,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
4614,Yelenahalli,2 BHK,1260.0,2.0,47.88,2,3800.0
4615,Yelenahalli,2 BHK,1200.0,2.0,45.6,2,3800.0
4616,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
4617,Yelenahalli,2 BHK,1160.0,2.0,44.08,2,3800.0
4619,Yeshwanthpur,2 BHK,1277.5,2.0,95.815,2,7500.1956947162425
4620,Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400.0
4621,Yeshwanthpur,3 BHK,1313.0,3.0,96.0,3,7311.500380807312
4622,Yeshwanthpur,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
4623,Yeshwanthpur,2 BHK,717.0,2.0,49.475,2,6900.278940027894
4624,Yeshwanthpur,1 BHK,605.0,1.0,41.745,1,6899.999999999999
4625,Yeshwanthpur,2 BHK,1240.0,2.0,80.0,2,6451.612903225807
4626,Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2,5856.643356643357
4627,Yeshwanthpur,2 Bedroom,1362.0,2.0,100.0,2,7342.143906020558
4628,Yeshwanthpur,3 BHK,1855.0,3.0,140.0,3,7547.169811320755
4629,Yeshwanthpur,2 BHK,1165.0,2.0,85.0,2,7296.137339055794
4630,Yeshwanthpur,3 BHK,1825.0,3.0,145.0,3,7945.2054794520545
4631,Yeshwanthpur,1 BHK,650.0,1.0,40.0,1,6153.846153846154
4632,Yeshwanthpur,3 BHK,1855.0,3.0,140.0,3,7547.169811320755
4634,Yeshwanthpur,6 Bedroom,2500.0,5.0,185.0,6,7400.0
4635,Yeshwanthpur,3 BHK,1855.0,3.0,135.0,3,7277.628032345014
4636,other,3 BHK,2770.0,4.0,290.0,3,10469.314079422382
4637,other,1 BHK,600.0,1.0,38.0,1,6333.333333333333
4638,other,2 BHK,1500.0,2.0,185.0,2,12333.333333333334
4646,other,4 Bedroom,1200.0,4.0,210.0,4,17500.0
4652,other,3 Bedroom,1846.0,3.0,300.0,3,16251.354279523293
4657,other,3 BHK,2405.0,4.0,260.0,3,10810.81081081081
4660,other,5 Bedroom,1200.0,5.0,170.0,5,14166.666666666666
4661,other,2 Bedroom,900.0,2.0,110.0,2,12222.222222222223
4662,other,6 Bedroom,1450.0,6.0,250.0,6,17241.379310344826
4664,other,5 Bedroom,1200.0,5.0,180.0,5,15000.0
4665,other,4 Bedroom,1200.0,4.0,165.0,4,13750.0
4668,other,3 Bedroom,1350.0,2.0,140.0,3,10370.37037037037
4672,other,4 Bedroom,1500.0,4.0,230.0,4,15333.333333333334
4673,other,3 BHK,2023.71,3.0,275.0,3,13588.903548433324
4674,other,6 BHK,700.0,3.0,120.0,6,17142.85714285714
4675,other,4 BHK,1200.0,4.0,175.0,4,14583.333333333334
4676,other,2 Bedroom,1000.0,2.0,165.0,2,16500.0
4677,other,3 BHK,2150.0,4.0,240.0,3,11162.790697674418
4678,other,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
4679,other,4 Bedroom,3309.0,4.0,325.0,4,9821.698398307646
4680,other,2 BHK,1150.0,2.0,126.0,2,10956.521739130434
4681,other,5 Bedroom,1200.0,5.0,190.0,5,15833.333333333334
4684,other,4 Bedroom,1200.0,3.0,165.0,4,13750.0
4685,other,1 Bedroom,700.0,1.0,41.0,1,5857.142857142857
4687,other,2 BHK,1353.0,2.0,110.0,2,8130.081300813008
4688,other,1 BHK,1200.0,2.0,85.0,1,7083.333333333333
4689,other,5 Bedroom,3000.0,3.0,528.0,5,17600.0
4693,other,1 Bedroom,540.0,1.0,36.0,1,6666.666666666667
4694,other,3 BHK,1578.0,3.0,180.0,3,11406.84410646388
4696,other,1 BHK,600.0,1.0,90.0,1,15000.0
4697,other,1 BHK,834.0,1.0,60.0,1,7194.244604316546
4700,other,1 BHK,469.0,1.0,25.0,1,5330.490405117271
4701,other,3 Bedroom,4000.0,3.0,660.0,3,16500.0
4702,other,2 BHK,1630.0,2.0,200.0,2,12269.938650306749
4705,other,4 Bedroom,4046.0,4.0,445.0,4,10998.517053880376
4707,other,2 BHK,1355.0,2.0,115.0,2,8487.084870848708
4708,other,1 Bedroom,600.0,1.0,50.0,1,8333.333333333334
4710,other,2 Bedroom,600.0,2.0,55.0,2,9166.666666666666
4713,other,3 BHK,1855.0,3.0,225.0,3,12129.380053908355
4714,other,5 Bedroom,1210.0,4.0,160.0,5,13223.140495867769
4715,other,1 Bedroom,600.0,1.0,60.0,1,10000.0
4716,other,2 BHK,1468.0,2.0,140.0,2,9536.784741144415
4717,other,4 Bedroom,4300.0,5.0,550.0,4,12790.697674418605
4718,other,5 Bedroom,1000.0,4.0,160.0,5,16000.0
4720,other,7 Bedroom,1875.0,2.0,300.0,7,16000.0
4721,other,3 BHK,1352.0,3.0,135.0,3,9985.207100591717
4722,other,3 BHK,3761.0,3.0,660.0,3,17548.524328636002
4724,other,3 BHK,1976.0,3.0,184.0,3,9311.74089068826
4725,other,4 Bedroom,5500.0,4.0,600.0,4,10909.09090909091
4727,other,2 Bedroom,1410.0,1.0,233.0,2,16524.822695035462
4728,other,2 BHK,1250.0,2.0,200.0,2,16000.0
4729,other,1 BHK,1300.0,1.0,200.0,1,15384.615384615385
4730,other,4 Bedroom,1500.0,4.0,180.0,4,12000.0
4733,other,2 BHK,1300.0,1.0,115.0,2,8846.153846153846
4734,other,4 Bedroom,600.0,3.0,65.0,4,10833.333333333334
4735,other,4 Bedroom,1215.0,4.0,205.0,4,16872.427983539095
4737,other,9 Bedroom,3300.0,14.0,500.0,9,15151.515151515152
4738,other,2 BHK,720.0,2.0,120.0,2,16666.666666666668
4739,other,4 Bedroom,1200.0,4.0,135.0,4,11250.0
4742,other,1 Bedroom,750.0,1.0,56.25,1,7500.0
4743,other,4 Bedroom,4000.0,4.0,675.0,4,16875.0
4746,other,3 BHK,3095.0,3.0,350.0,3,11308.562197092084
4748,other,3 BHK,1560.0,3.0,188.0,3,12051.28205128205
4749,other,4 Bedroom,600.0,5.0,60.0,4,10000.0
4750,other,3 Bedroom,1200.0,3.0,130.0,3,10833.333333333334
4755,other,4 Bedroom,4346.0,5.0,500.0,4,11504.83202945237
4756,other,6 Bedroom,1200.0,6.0,180.0,6,15000.0
4758,other,3 Bedroom,3329.0,3.0,330.0,3,9912.886752778611
4760,other,4 BHK,3500.0,3.0,450.0,4,12857.142857142857
4761,other,3 Bedroom,750.0,2.0,75.0,3,10000.0
4763,other,3 BHK,2197.0,4.0,280.0,3,12744.651797906236
4764,other,4 Bedroom,1600.0,3.0,172.0,4,10750.0
4767,other,2 Bedroom,1420.0,1.0,220.0,2,15492.957746478873
4771,other,2 BHK,1010.0,2.0,148.0,2,14653.465346534653
4773,other,3 Bedroom,600.0,3.0,75.0,3,12500.0
4775,other,2 BHK,1000.0,2.0,130.0,2,13000.0
4777,other,3 BHK,2500.0,3.0,250.0,3,10000.0
4778,other,3 BHK,2200.0,4.0,350.0,3,15909.09090909091
4781,other,4 Bedroom,817.0,2.0,120.0,4,14687.882496940025
4783,other,3 BHK,2000.0,3.0,210.0,3,10500.0
4784,other,5 Bedroom,2400.0,4.0,300.0,5,12500.0
4785,other,3 BHK,1760.0,3.0,176.0,3,10000.0
4786,other,1 BHK,595.0,1.0,42.0,1,7058.823529411765
4788,other,4 Bedroom,2200.0,4.0,235.0,4,10681.818181818182
4789,other,4 BHK,2780.0,5.0,480.0,4,17266.187050359713
4790,other,2 BHK,1450.0,1.0,230.0,2,15862.068965517241
4791,other,10 Bedroom,750.0,10.0,90.0,10,12000.0
4793,other,3 BHK,1650.0,3.0,175.0,3,10606.060606060606
4795,other,4 Bedroom,712.0,2.0,67.5,4,9480.337078651686
4796,other,3 Bedroom,1650.0,4.0,160.0,3,9696.969696969696
4798,other,2 BHK,1225.0,2.0,150.0,2,12244.897959183674
4799,other,4 BHK,3675.0,4.0,367.0,4,9986.394557823129
4800,other,2 Bedroom,1200.0,2.0,150.0,2,12500.0
4801,other,3 Bedroom,600.0,2.0,60.0,3,10000.0
4803,other,7 BHK,600.0,7.0,106.0,7,17666.666666666668
4806,other,2 BHK,1100.0,2.0,106.0,2,9636.363636363636
4808,other,3 BHK,2000.0,3.0,207.0,3,10350.0
4809,other,2 Bedroom,1050.0,2.0,110.0,2,10476.190476190477
4810,other,3 BHK,2204.0,2.0,305.0,3,13838.47549909256
4814,other,3 BHK,3155.0,4.0,370.0,3,11727.41679873217
4819,other,2 Bedroom,500.0,2.0,70.0,2,14000.0
4820,other,2 Bedroom,432.0,2.0,40.0,2,9259.25925925926
4821,other,4 BHK,4750.0,5.0,600.0,4,12631.578947368422
4822,other,3 Bedroom,1350.0,3.0,195.0,3,14444.444444444445
4823,other,4 Bedroom,2400.0,5.0,350.0,4,14583.333333333334
4825,other,2 Bedroom,1350.0,2.0,185.0,2,13703.703703703704
4830,other,4 BHK,800.0,4.0,80.0,4,10000.0
4832,other,3 Bedroom,3800.0,3.0,580.0,3,15263.157894736842
4834,other,8 Bedroom,1200.0,8.0,190.0,8,15833.333333333334
